name,price,link,stock_availability,rating
Grey (Fifty Shades #4),48.49,https://books.toscrape.com/grey-fifty-shades-4_592/index.html,In stock,Four
"Exit, Pursued by a Bear",51.34,https://books.toscrape.com/exit-pursued-by-a-bear_591/index.html,In stock,Four
Daredevils,16.34,https://books.toscrape.com/daredevils_590/index.html,In stock,Three
Cravings: Recipes for What You Want to Eat,20.50,https://books.toscrape.com/cravings-recipes-for-what-you-want-to-eat_589/index.html,In stock,Three
Born for This: How to Find the Work You Were Meant to Do,21.59,https://books.toscrape.com/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,In stock,Five
Arena,21.36,https://books.toscrape.com/arena_587/index.html,In stock,Four
Adultery,20.88,https://books.toscrape.com/adultery_586/index.html,In stock,Five
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,https://books.toscrape.com/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,In stock,Three
A Gentleman's Position (Society of Gentlemen #3),14.75,https://books.toscrape.com/a-gentlemans-position-society-of-gentlemen-3_584/index.html,In stock,Five
11/22/63,48.48,https://books.toscrape.com/112263_583/index.html,In stock,Three
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,https://books.toscrape.com/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,In stock,Two
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,https://books.toscrape.com/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,In stock,Five
Without Shame,48.27,https://books.toscrape.com/without-shame_580/index.html,In stock,Five
Watchmen,58.05,https://books.toscrape.com/watchmen_579/index.html,In stock,Four
Unlimited Intuition Now,58.87,https://books.toscrape.com/unlimited-intuition-now_578/index.html,In stock,Four
Underlying Notes,11.82,https://books.toscrape.com/underlying-notes_577/index.html,In stock,Two
The Shack,28.03,https://books.toscrape.com/the-shack_576/index.html,In stock,One
The New Brand You: Your New Image Makes the Sale for You,44.05,https://books.toscrape.com/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,In stock,Five
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,https://books.toscrape.com/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,In stock,Four
The Flowers Lied,16.68,https://books.toscrape.com/the-flowers-lied_573/index.html,In stock,Two
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,https://books.toscrape.com/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,In stock,One
The Book of Mormon,24.57,https://books.toscrape.com/the-book-of-mormon_571/index.html,In stock,Three
The Art and Science of Low Carbohydrate Living,52.98,https://books.toscrape.com/the-art-and-science-of-low-carbohydrate-living_570/index.html,In stock,Five
The Alien Club,54.40,https://books.toscrape.com/the-alien-club_569/index.html,In stock,One
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,https://books.toscrape.com/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,In stock,Five
Nap-a-Roo,25.08,https://books.toscrape.com/nap-a-roo_567/index.html,In stock,One
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,https://books.toscrape.com/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,In stock,Four
Modern Day Fables,47.44,https://books.toscrape.com/modern-day-fables_565/index.html,In stock,Two
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,https://books.toscrape.com/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,In stock,One
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,https://books.toscrape.com/fruits-basket-vol-9-fruits-basket-9_563/index.html,In stock,Four
Dress Your Family in Corduroy and Denim,43.68,https://books.toscrape.com/dress-your-family-in-corduroy-and-denim_562/index.html,In stock,Three
Don't Forget Steven,33.23,https://books.toscrape.com/dont-forget-steven_561/index.html,In stock,One
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,https://books.toscrape.com/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,In stock,Two
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,https://books.toscrape.com/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,In stock,Four
A Shard of Ice (The Black Symphony Saga #1),56.63,https://books.toscrape.com/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,In stock,Three
A Hero's Curse (The Unseen Chronicles #1),50.49,https://books.toscrape.com/a-heros-curse-the-unseen-chronicles-1_557/index.html,In stock,Three
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,https://books.toscrape.com/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,In stock,Two
"Zero to One: Notes on Startups, or How to Build the Future",34.06,https://books.toscrape.com/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,In stock,Three
Why Not Me?,17.76,https://books.toscrape.com/why-not-me_554/index.html,In stock,One
When Breath Becomes Air,39.36,https://books.toscrape.com/when-breath-becomes-air_553/index.html,In stock,Two
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,https://books.toscrape.com/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,In stock,Two
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,https://books.toscrape.com/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,In stock,Five
The New Drawing on the Right Side of the Brain,43.02,https://books.toscrape.com/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,In stock,Three
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,https://books.toscrape.com/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,In stock,Four
The Martian (The Martian #1),41.39,https://books.toscrape.com/the-martian-the-martian-1_548/index.html,In stock,Two
The High Mountains of Portugal,51.15,https://books.toscrape.com/the-high-mountains-of-portugal_547/index.html,In stock,One
The Grownup,35.88,https://books.toscrape.com/the-grownup_546/index.html,In stock,One
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,https://books.toscrape.com/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,In stock,One
South of Sunshine,28.93,https://books.toscrape.com/south-of-sunshine_544/index.html,In stock,One
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,https://books.toscrape.com/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,In stock,Five
Silence in the Dark (Logan Point #4),58.33,https://books.toscrape.com/silence-in-the-dark-logan-point-4_542/index.html,In stock,Three
Shadows of the Past (Logan Point #1),39.67,https://books.toscrape.com/shadows-of-the-past-logan-point-1_541/index.html,In stock,Five
Roller Girl,14.10,https://books.toscrape.com/roller-girl_540/index.html,In stock,Five
Rising Strong,21.82,https://books.toscrape.com/rising-strong_539/index.html,In stock,Three
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,https://books.toscrape.com/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,In stock,One
Please Kill Me: The Uncensored Oral History of Punk,31.19,https://books.toscrape.com/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,In stock,Four
Out of Print: City Lights Spotlight No. 14,53.64,https://books.toscrape.com/out-of-print-city-lights-spotlight-no-14_536/index.html,In stock,Five
My Life Next Door (My Life Next Door ),36.39,https://books.toscrape.com/my-life-next-door-my-life-next-door_535/index.html,In stock,Five
Miller's Valley,58.54,https://books.toscrape.com/millers-valley_534/index.html,In stock,Two
Man's Search for Meaning,29.48,https://books.toscrape.com/mans-search-for-meaning_533/index.html,In stock,Three
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,https://books.toscrape.com/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,In stock,Two
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,https://books.toscrape.com/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,In stock,Three
Les Fleurs du Mal,29.04,https://books.toscrape.com/les-fleurs-du-mal_530/index.html,In stock,Five
Left Behind (Left Behind #1),40.72,https://books.toscrape.com/left-behind-left-behind-1_529/index.html,In stock,Two
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,https://books.toscrape.com/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,In stock,Five
Kierkegaard: A Christian Missionary to Christians,47.13,https://books.toscrape.com/kierkegaard-a-christian-missionary-to-christians_527/index.html,In stock,One
John Vassos: Industrial Design for Modern Life,20.22,https://books.toscrape.com/john-vassos-industrial-design-for-modern-life_526/index.html,In stock,Four
I'll Give You the Sun,56.48,https://books.toscrape.com/ill-give-you-the-sun_525/index.html,In stock,One
I Will Find You,44.21,https://books.toscrape.com/i-will-find-you_524/index.html,In stock,One
Hystopia: A Novel,21.96,https://books.toscrape.com/hystopia-a-novel_523/index.html,In stock,Four
Howl and Other Poems,40.45,https://books.toscrape.com/howl-and-other-poems_522/index.html,In stock,Two
History of Beauty,10.29,https://books.toscrape.com/history-of-beauty_521/index.html,In stock,Four
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,https://books.toscrape.com/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,In stock,Two
Future Shock (Future Shock #1),55.65,https://books.toscrape.com/future-shock-future-shock-1_519/index.html,In stock,Five
Ender's Game (The Ender Quintet #1),43.64,https://books.toscrape.com/enders-game-the-ender-quintet-1_518/index.html,In stock,One
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,https://books.toscrape.com/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,In stock,One
Death by Leisure: A Cautionary Tale,37.51,https://books.toscrape.com/death-by-leisure-a-cautionary-tale_516/index.html,In stock,Four
Brilliant Beacons: A History of the American Lighthouse,11.45,https://books.toscrape.com/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,In stock,Three
Brazen: The Courage to Find the You That's Been Hiding,19.22,https://books.toscrape.com/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,In stock,Two
Between the World and Me,56.91,https://books.toscrape.com/between-the-world-and-me_513/index.html,In stock,Four
Being Mortal: Medicine and What Matters in the End,55.06,https://books.toscrape.com/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,In stock,Four
"A Murder Over a Girl: Justice, Gender, Junior High",13.20,https://books.toscrape.com/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,In stock,Three
32 Yolks,53.63,https://books.toscrape.com/32-yolks_510/index.html,In stock,Two
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,https://books.toscrape.com/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,In stock,Five
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,https://books.toscrape.com/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,In stock,Three
Wildlife of New York: A Five-Borough Coloring Book,22.14,https://books.toscrape.com/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,In stock,Two
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,https://books.toscrape.com/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,In stock,Five
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,https://books.toscrape.com/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,In stock,Two
Under the Tuscan Sun,37.33,https://books.toscrape.com/under-the-tuscan-sun_504/index.html,In stock,Three
Toddlers Are A**holes: It's Not Your Fault,25.55,https://books.toscrape.com/toddlers-are-aholes-its-not-your-fault_503/index.html,In stock,One
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,https://books.toscrape.com/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,In stock,One
The Whale,35.96,https://books.toscrape.com/the-whale_501/index.html,In stock,Four
The Story of Art,41.14,https://books.toscrape.com/the-story-of-art_500/index.html,In stock,Four
The Origin of Species,10.01,https://books.toscrape.com/the-origin-of-species_499/index.html,In stock,Four
The Great Gatsby,36.05,https://books.toscrape.com/the-great-gatsby_498/index.html,In stock,Four
The Good Girl,49.03,https://books.toscrape.com/the-good-girl_497/index.html,In stock,Three
The Glass Castle,16.24,https://books.toscrape.com/the-glass-castle_496/index.html,In stock,One
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,https://books.toscrape.com/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,In stock,One
The Drowning Girls,35.67,https://books.toscrape.com/the-drowning-girls_494/index.html,In stock,Three
The Constant Princess (The Tudor Court #1),16.62,https://books.toscrape.com/the-constant-princess-the-tudor-court-1_493/index.html,In stock,Three
The Bourne Identity (Jason Bourne #1),42.78,https://books.toscrape.com/the-bourne-identity-jason-bourne-1_492/index.html,In stock,Four
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.30,https://books.toscrape.com/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,In stock,Five
The Art Book,32.34,https://books.toscrape.com/the-art-book_490/index.html,In stock,Two
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,https://books.toscrape.com/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,In stock,Four
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,https://books.toscrape.com/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,In stock,Five
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.90,https://books.toscrape.com/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,In stock,Two
"Sit, Stay, Love",20.90,https://books.toscrape.com/sit-stay-love_486/index.html,In stock,Three
Sister Dear,40.20,https://books.toscrape.com/sister-dear_485/index.html,In stock,Four
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,https://books.toscrape.com/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,In stock,Three
"Rich Dad, Poor Dad",51.74,https://books.toscrape.com/rich-dad-poor-dad_483/index.html,In stock,One
Raymie Nightingale,34.41,https://books.toscrape.com/raymie-nightingale_482/index.html,In stock,Two
Playing from the Heart,32.38,https://books.toscrape.com/playing-from-the-heart_481/index.html,In stock,One
Nightstruck: A Novel,50.35,https://books.toscrape.com/nightstruck-a-novel_480/index.html,In stock,Four
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,https://books.toscrape.com/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,In stock,Five
Meternity,43.58,https://books.toscrape.com/meternity_478/index.html,In stock,Three
Memoirs of a Geisha,49.67,https://books.toscrape.com/memoirs-of-a-geisha_477/index.html,In stock,Three
Like Never Before (Walker Family #2),28.77,https://books.toscrape.com/like-never-before-walker-family-2_476/index.html,In stock,Two
Life of Pi,13.22,https://books.toscrape.com/life-of-pi_475/index.html,In stock,Four
Leave This Song Behind: Teen Poetry at Its Best,51.17,https://books.toscrape.com/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,In stock,Five
King's Folly (The Kinsman Chronicles #1),39.61,https://books.toscrape.com/kings-folly-the-kinsman-chronicles-1_473/index.html,In stock,Five
John Adams,57.43,https://books.toscrape.com/john-adams_472/index.html,In stock,Four
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,https://books.toscrape.com/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,In stock,Four
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,https://books.toscrape.com/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,In stock,Two
Good in Bed (Cannie Shapiro #1),37.05,https://books.toscrape.com/good-in-bed-cannie-shapiro-1_469/index.html,In stock,Five
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,https://books.toscrape.com/fruits-basket-vol-7-fruits-basket-7_468/index.html,In stock,One
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,https://books.toscrape.com/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,In stock,Three
Finding God in the Ruins: How God Redeems Pain,46.64,https://books.toscrape.com/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,In stock,Two
Every Heart a Doorway (Every Heart A Doorway #1),12.16,https://books.toscrape.com/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,In stock,Five
Delivering the Truth (Quaker Midwife Mystery #1),20.89,https://books.toscrape.com/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,In stock,Four
Counted With the Stars (Out from Egypt #1),17.97,https://books.toscrape.com/counted-with-the-stars-out-from-egypt-1_463/index.html,In stock,Five
"Chronicles, Vol. 1",52.60,https://books.toscrape.com/chronicles-vol-1_462/index.html,In stock,Two
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,https://books.toscrape.com/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,In stock,One
Benjamin Franklin: An American Life,48.19,https://books.toscrape.com/benjamin-franklin-an-american-life_460/index.html,In stock,Three
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,https://books.toscrape.com/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,In stock,Five
A Summer In Europe,44.34,https://books.toscrape.com/a-summer-in-europe_458/index.html,In stock,Two
A Short History of Nearly Everything,52.40,https://books.toscrape.com/a-short-history-of-nearly-everything_457/index.html,In stock,Five
A Gathering of Shadows (Shades of Magic #2),44.81,https://books.toscrape.com/a-gathering-of-shadows-shades-of-magic-2_456/index.html,In stock,Four
The Sound Of Love,57.84,https://books.toscrape.com/the-sound-of-love_455/index.html,In stock,Five
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,https://books.toscrape.com/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,In stock,Two
The Perks of Being a Wallflower,55.02,https://books.toscrape.com/the-perks-of-being-a-wallflower_453/index.html,In stock,Three
The Mysterious Affair at Styles (Hercule Poirot #1),24.80,https://books.toscrape.com/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,In stock,Four
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,https://books.toscrape.com/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,In stock,Four
The Makings of a Fatherless Child,31.58,https://books.toscrape.com/the-makings-of-a-fatherless-child_450/index.html,In stock,Two
The Joy of Cooking,43.27,https://books.toscrape.com/the-joy-of-cooking_449/index.html,In stock,Four
The Invention of Wings,37.34,https://books.toscrape.com/the-invention-of-wings_448/index.html,In stock,One
The Hobbit (Middle-Earth Universe),17.80,https://books.toscrape.com/the-hobbit-middle-earth-universe_447/index.html,In stock,Five
The Great Railway Bazaar,30.54,https://books.toscrape.com/the-great-railway-bazaar_446/index.html,In stock,One
The Golden Compass (His Dark Materials #1),18.77,https://books.toscrape.com/the-golden-compass-his-dark-materials-1_445/index.html,In stock,One
The God Delusion,46.85,https://books.toscrape.com/the-god-delusion_444/index.html,In stock,Three
The Girl You Left Behind (The Girl You Left Behind #1),15.79,https://books.toscrape.com/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,In stock,One
The Fellowship of the Ring (The Lord of the Rings #1),10.27,https://books.toscrape.com/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,In stock,Two
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,https://books.toscrape.com/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,In stock,Five
The Barefoot Contessa Cookbook,59.92,https://books.toscrape.com/the-barefoot-contessa-cookbook_440/index.html,In stock,Five
Tell the Wolves I'm Home,50.96,https://books.toscrape.com/tell-the-wolves-im-home_439/index.html,In stock,Two
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.60,https://books.toscrape.com/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,In stock,Three
Pride and Prejudice,19.27,https://books.toscrape.com/pride-and-prejudice_437/index.html,In stock,Four
Musicophilia: Tales of Music and the Brain,46.58,https://books.toscrape.com/musicophilia-tales-of-music-and-the-brain_436/index.html,In stock,One
Mere Christianity,48.51,https://books.toscrape.com/mere-christianity_435/index.html,In stock,Three
Me Before You (Me Before You #1),19.02,https://books.toscrape.com/me-before-you-me-before-you-1_434/index.html,In stock,One
In the Woods (Dublin Murder Squad #1),38.38,https://books.toscrape.com/in-the-woods-dublin-murder-squad-1_433/index.html,In stock,Two
In Cold Blood,49.98,https://books.toscrape.com/in-cold-blood_432/index.html,In stock,Four
How to Stop Worrying and Start Living,46.49,https://books.toscrape.com/how-to-stop-worrying-and-start-living_431/index.html,In stock,Five
Give It Back,18.32,https://books.toscrape.com/give-it-back_430/index.html,In stock,Two
"Girl, Interrupted",42.14,https://books.toscrape.com/girl-interrupted_429/index.html,In stock,Three
Fun Home: A Family Tragicomic,56.59,https://books.toscrape.com/fun-home-a-family-tragicomic_428/index.html,In stock,Four
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,https://books.toscrape.com/fruits-basket-vol-6-fruits-basket-6_427/index.html,In stock,Four
Deception Point,40.32,https://books.toscrape.com/deception-point_426/index.html,In stock,Four
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,https://books.toscrape.com/death-note-vol-6-give-and-take-death-note-6_425/index.html,In stock,Three
Catherine the Great: Portrait of a Woman,58.55,https://books.toscrape.com/catherine-the-great-portrait-of-a-woman_424/index.html,In stock,Four
Better Homes and Gardens New Cook Book,39.61,https://books.toscrape.com/better-homes-and-gardens-new-cook-book_423/index.html,In stock,Three
An Unquiet Mind: A Memoir of Moods and Madness,21.30,https://books.toscrape.com/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,In stock,Three
A Year in Provence (Provence #1),56.88,https://books.toscrape.com/a-year-in-provence-provence-1_421/index.html,In stock,Four
World Without End (The Pillars of the Earth #2),32.97,https://books.toscrape.com/world-without-end-the-pillars-of-the-earth-2_420/index.html,In stock,Four
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,https://books.toscrape.com/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,In stock,Four
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,https://books.toscrape.com/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,In stock,Two
Where She Went (If I Stay #2),41.73,https://books.toscrape.com/where-she-went-if-i-stay-2_417/index.html,In stock,Four
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,https://books.toscrape.com/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,In stock,Four
Two Summers,14.64,https://books.toscrape.com/two-summers_415/index.html,In stock,One
This Is Your Brain on Music: The Science of a Human Obsession,38.40,https://books.toscrape.com/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,In stock,One
The Secret Garden,15.08,https://books.toscrape.com/the-secret-garden_413/index.html,In stock,Four
The Raven King (The Raven Cycle #4),30.57,https://books.toscrape.com/the-raven-king-the-raven-cycle-4_412/index.html,In stock,Two
The Raven Boys (The Raven Cycle #1),57.74,https://books.toscrape.com/the-raven-boys-the-raven-cycle-1_411/index.html,In stock,Four
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,https://books.toscrape.com/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,In stock,Five
The Metamorphosis,28.58,https://books.toscrape.com/the-metamorphosis_409/index.html,In stock,One
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,https://books.toscrape.com/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,In stock,Five
The Little Paris Bookshop,24.73,https://books.toscrape.com/the-little-paris-bookshop_407/index.html,In stock,Three
The Hiding Place,55.91,https://books.toscrape.com/the-hiding-place_406/index.html,In stock,Four
The Grand Design,13.76,https://books.toscrape.com/the-grand-design_405/index.html,In stock,Three
The Firm,45.56,https://books.toscrape.com/the-firm_404/index.html,In stock,Three
The Fault in Our Stars,47.22,https://books.toscrape.com/the-fault-in-our-stars_403/index.html,In stock,One
The False Prince (The Ascendance Trilogy #1),56.00,https://books.toscrape.com/the-false-prince-the-ascendance-trilogy-1_402/index.html,In stock,Five
The Expatriates,44.58,https://books.toscrape.com/the-expatriates_401/index.html,In stock,Two
The Dream Thieves (The Raven Cycle #2),34.50,https://books.toscrape.com/the-dream-thieves-the-raven-cycle-2_400/index.html,In stock,One
The Darkest Corners,11.33,https://books.toscrape.com/the-darkest-corners_399/index.html,In stock,Five
The Crossover,38.77,https://books.toscrape.com/the-crossover_398/index.html,In stock,Four
The 5th Wave (The 5th Wave #1),11.83,https://books.toscrape.com/the-5th-wave-the-5th-wave-1_397/index.html,In stock,Two
Tell the Wind and Fire,45.51,https://books.toscrape.com/tell-the-wind-and-fire_396/index.html,In stock,Three
Tell Me Three Things,41.81,https://books.toscrape.com/tell-me-three-things_395/index.html,In stock,One
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,https://books.toscrape.com/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,In stock,Four
Siddhartha,34.22,https://books.toscrape.com/siddhartha_393/index.html,In stock,Five
Shiver (The Wolves of Mercy Falls #1),16.23,https://books.toscrape.com/shiver-the-wolves-of-mercy-falls-1_392/index.html,In stock,Five
Remember Me?,11.48,https://books.toscrape.com/remember-me_391/index.html,In stock,Three
Red Dragon (Hannibal Lecter #1),23.37,https://books.toscrape.com/red-dragon-hannibal-lecter-1_390/index.html,In stock,Three
Peak: Secrets from the New Science of Expertise,16.28,https://books.toscrape.com/peak-secrets-from-the-new-science-of-expertise_389/index.html,In stock,Two
My Mother Was Nuts,31.63,https://books.toscrape.com/my-mother-was-nuts_388/index.html,In stock,Four
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,https://books.toscrape.com/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,In stock,Five
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,https://books.toscrape.com/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,In stock,One
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,https://books.toscrape.com/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,In stock,Four
Logan Kade (Fallen Crest High #5.5),13.12,https://books.toscrape.com/logan-kade-fallen-crest-high-55_384/index.html,In stock,Two
Last One Home (New Beginnings #1),59.98,https://books.toscrape.com/last-one-home-new-beginnings-1_383/index.html,In stock,Three
Killing Floor (Jack Reacher #1),31.49,https://books.toscrape.com/killing-floor-jack-reacher-1_382/index.html,In stock,Four
Kill the Boy Band,15.52,https://books.toscrape.com/kill-the-boy-band_381/index.html,In stock,Five
