unique_id,cateogry_name,brand,product_name,Country_of_production,regular_price,diet_tags,diet_attributes,pack_size,package_type,weight,ingredients,price_per_unit,images,nutrition,manufacturersAddress,Phone_no,address,email,variety,breadcrumbs,pdp_url,describition,Unit_of_Measure,competitor_name
00-410636,Salate,Da komm ich her!,Da komm ich her! Häuptelsalat,Österreich,1.42,"pp-veget,gs-amaguete,pp-vegan,homecountry",,1stk,Stück,0.357,,1.42,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410636-1538830253-NTDrJVB0.jpg,"Energie: 16.0 kcal, Energie: 67.0 kJ, Fett: 0.2 g, davon gesättigte Fettsäuren: 0.029 g, Kohlenhydrate: 1.7 g, davon Zucker: 0.323 g, Eiweiß: 1.6 g, Salz: 0.02 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/da-komm-ich-her-haeuptelsalat-00410636,"Klasse I Der saftig-grüne Häuptelsalat ist mit seinen großen Blättern ideal als frische Beilage. Das regional angebaute Gemüse schmeckt auch gut im Weckerl. gesund und kalorienarm, heimische Qualität von Da komm` ich her!, Klassiker für den gemischten Salat Klasse I Der saftig-grüne Häuptelsalat ist mit seinen großen Blättern ideal als frische Beilage. Das regional angebaute Gemüse schmeckt auch gut im Weckerl. gesund und kalorienarm, heimische Qualität von Da komm' ich her!, Klassiker für den gemischten Salat",Stk,Billa
00-410867,Salate,Ja! Natürlich,Ja! Natürlich Batavia Salat,"Österreich, Italien",2.18,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",1stk,Stück,0.23,,2.18,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410867-1805423234-Q_wbJdNB.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/ja-natuerlich-batavia-salat-00410867,"Der Batavia stammt ursprunglich aus Frankreich und ist eine neue Sorte des Eis-Salates. Geschmacklich vereint er die Vorzuge von Kopfsalat und Eisbergsalat mit einem herzhaften Geschmack. In Marinaden bleibt er langer knackig. Wenn die Temperaturen in Osterreich die Salatproduktion zulassen, dann wird er von Bio-Bauer Erwin Binder im Burgenland angebaut, ansonsten kommt er aus Italien von einem langjahrigen Ja! Naturlich Partner.Ob im Ausland oder Osterreich - der Batavia wird immer nach den strengen Grundsatzen der biologischen Landwirtschaft kultiviert und kontrolliert.",Stk,Billa
00-401305,Salate,Ja! Natürlich,Ja! Natürlich Bio Salatherzen,Österreich,2.85,"gs-eubio,pp-bio,homecountry,gs-bio,pp-veget","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",2stk,Stück,0.253,,1.43,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-401305-0160176415-eqieSmnk.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/ja-natuerlich-bio-salatherzen-00401305,Die Ja! Natürlich Bio-Salatherzen schmecken besonders knackig und kommen aus der Nationalparkregion Neusiedler See-Seewinkel sowie aus Tirol. Hier werden sie liebevoll gemäß der biologischen Landwirtschaft aufgezogen und geerntet.,Stk,Billa
00-429154,Salate,Da komm ich her!,Da komm ich her! Grazer Krauthäuptelsalat,Österreich,1.89,homecountry,,1stk,Stück,0.29,,1.89,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-429154-37767346-wCSNCPfr.jpg,"Energie: 12.0 kcal, Energie: 49.0 kJ, Fett: 0.22 g, davon gesättigte Fettsäuren: 0.034 g, Kohlenhydrate: 1.06 g, davon Zucker: 0.095 g, Eiweiß: 1.25 g, Salz: 0.025 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/da-komm-ich-her-grazer-krauthaeuptelsalat-00429154,,Stk,Billa
00-617783,Salate,Ja! Natürlich,Ja! Natürlich Bio Spezialsalat,Österreich,2.18,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",1stk,Stück,0.26,,2.18,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-617783-0862319884-00pocLkQ.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/ja-natuerlich-bio-spezialsalat-00617783,,Stk,Billa
00-426468,Salate,Ja! Natürlich,Ja! Natürlich Babyleaf Mixsalat,Österreich,2.37,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",100g,Packung,0.11,,23.7,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-426468-0550230639-jx5hm04V.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/ja-natuerlich-babyleaf-mixsalat-00426468,"Der knackig-frische Ja! Natürlich Bio-Mixsalat wird gemäß der biologischen Landwirtschaft kultiviert und beinhaltet viele Salatsorten: Bio-Babyspinat, Bio-Eissalat, Bio-Lollo bionda bis hin zu Salatspezialitäten wie Bio-Stridolo, Bio-Winterpostelein, Bio-Blutampfer und viele mehr.",kg,Billa
00-705315,Salate verpackt,BILLA Genusswelt,BILLA Genusswelt Salatherzen,Spanien,2.85,"pp-veget,pp-vegan",,3stk,Packung,0.216,,0.95,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-705315-360871401-nSDmg0E2.jpg,"Energie: 12.0 kcal, Energie: 49.0 kJ, Fett: 0.22 g, davon gesättigte Fettsäuren: 0.034 g, Kohlenhydrate: 1.06 g, davon Zucker: 0.095 g, Eiweiß: 1.25 g, Salz: 0.025 g","BILLA AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/billa-genusswelt-salatherzen-00705315,Klasse I,Stk,Billa
00-723236,Salate verpackt,CLEVER,Clever Mischsalat,,0.94,"pp-veget,kuehlung,pp-vegan","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",200g,Beutel,0.206,"Zutaten: Salatmischung in veränderlichen Gewichtsanteilen (Zuckerhut, Radicchio, Frisée, Romanasalat).
Unter Schutzatmosphäre verpackt.",4.7,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-723236-1725562306-OIcoWD0c.jpg,"Energie: 16.0 kcal, Energie: 67.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, Kohlenhydrate: 1.4 g, davon Zucker: 1.4 g, Eiweiß: 1.5 g, Salz: 0.07 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/clever-mischsalat-00723236,"Der praktische clever Blattsalat Mix besteht aus einer knackigen Salatmischung von Endivie, Frisée, Zuckerhut und rotem Radicchio. Er ist bereits gewaschen und essfertig und kann somit direkt aus der Verpackung mariniert und angerichtet werden. Der clever Blattsalat Mix ist im Regal bei den gekühlten Salatbeuteln zu finden. gewaschen & essfertig",kg,Billa
00-435520,Salate verpackt,Ja! Natürlich,Ja! Natürlich Vogerlsalat,"Österreich, Italien",2.27,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",100g,Becher,0.113,,22.7,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-435520-2036620576-PfOboyal.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/ja-natuerlich-vogerlsalat-00435520,Der Ja! Natürlich Bio-Vogerlsalat wird gemäß der biologischen Landwirtschaft angebaut. Auf Österreichs Tellern ist er besonders beliebt und überzeugt mit seinem leicht-würzigen sowie nussigen Geschmack.,kg,Billa
00-511704,Salate verpackt,BILLA Bio,BILLA Bio Mungobohnensprossen,,1.89,"pp-veget,kuehlung,pp-vegan,pp-bio",,200g,Tasse,0.214,"Mungobohnensprossen*.  

*aus biologischer Landwirtschaft",9.45,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-511704-1211197029-bmbv8U0z.jpg,"Energie: 28.0 kcal, Energie: 116.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, Kohlenhydrate: 3.2 g, davon Zucker: 3.0 g, Eiweiß: 3.0 g, Salz: 0.0 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/billa-bio-mungobohnensprossen-00511704,"Österreich ist stolz auf all seine Bio-Sprösslinge! Mit ihnen zaubert man im Handumdrehen asiatische Gerichte aus der Pfanne. In Österreich gesprossen, Gentechnikfrei, Reich an Eiweiß, Verfeinern asiatische Gerichte",kg,Billa
00-475740,Salate verpackt,Ja! Natürlich,Ja! Natürlich Bio Vogerlsalat,Italien,1.7,"pp-veget,kuehlung,pp-vegan,pp-bio","Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte",80g,Beutel,0.086,"Vogerlsalat* 100%.

*aus biologischer Landwirtschaft",21.25,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-475740-1721957956-47XZ6LrL.jpg,"Energie: 26.0 kcal, Energie: 110.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, Kohlenhydrate: 3.6 g, davon Zucker: 3.6 g, Eiweiß: 2.0 g, Salz: 0.01 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/ja-natuerlich-bio-vogerlsalat-00475740,"Der Ja! Natürlich Bio-Vogerlsalat wird nach der Ernte sorgfaltig gewaschen und kann somit direkt aus dem Beutel verarbeitet werden. Mit seinem nussigen Aroma ist er der perfekte Beilagensalat fur herzhafte Gerichte, etwa als Klassiker mit Kartoffelsalat zu Backhendl - besonders gut schmeckt er mit etwas Ja! Natürlich Bio- Kürbiskernöl. sorgfaltig gewaschen und essfertig, besonders frisch und aromatisch",kg,Billa
00-714038,Salate verpackt,Ja! Natürlich,Ja! Natürlich Bio Jungspinat,Italien,1.89,"pp-veget,pp-vegan,pp-bio",,100g,Beutel,0.106,"Blattspinat* 100%.

*aus biologischer Landwirtschaft",18.9,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-714038-2034995493-7DllfMQ_.jpg,"Energie: 26.0 kcal, Energie: 111.0 kJ, Fett: 0.6 g, davon gesättigte Fettsäuren: 0.0 g, Kohlenhydrate: 1.6 g, davon Zucker: 0.0 g, Eiweiß: 2.9 g, Salz: 0.22 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/ja-natuerlich-bio-jungspinat-00714038,"Klasse I Der Ja! Natürlich Bio-Jungspinat wird nach der Ernte sorgfältig gewaschen und ist somit essfertig. Mit seinem milden Aroma eignet sich Jungspinat als feiner Salat und als Zutat in grünen Smoothies. Er verfeinert aber auch diverse warme Gerichte wie Pasta, Bowls und Currys. Besonders frisch und aromatisch, Sorgfältig gewaschen und essfertig, Ohne Einsatz von chemisch-synthetischen Pflanzenschutzmitteln",kg,Billa
00-718332,Salate verpackt,Ja! Natürlich,Ja! Natürlich Rucola,Italien,1.89,"pp-veget,pp-vegan,pp-bio",,100g,Beutel,0.106,"Rucola* 100%.

*aus biologischer Landwirtschaft",18.9,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-718332-630198454-tlwWZl2W.jpg,"Energie: 31.0 kcal, Energie: 129.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, Kohlenhydrate: 3.9 g, davon Zucker: 3.9 g, Eiweiß: 2.6 g, Salz: 0.07 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/ja-natuerlich-rucola-00718332,"Klasse I Der Ja! Natürlich Bio-Rucola wird nach der Ernte sorgfältig gewaschen und kann somit direkt aus dem Beutel verarbeitet werden. Mit seinem pfeffrig-aromatischen Geschmack verfeinert Rucola verschiedenste Salatkreationen und eignet sich auch wunderbar als Topping, zum Beispiel für Pasta-Gerichte, Pizza und Flammkuchen. 100% Bio, 100% Gentechnikfrei",kg,Billa
00-310265,Salate verpackt,,Beerenmix,,21.9,kuehlung,,1000g,Becher,1.0,,21.9,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-310265-0132353786-hOpZKtQa.jpg,,,,,,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/beerenmix-00310265,,kg,Billa
00-778923,Salate verpackt,Die Grillerei,Die Grillerei Burger Salat,,1.7,pp-veget,"Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",100g,Beutel,0.11,Zutaten: Blattsalat grün,17.0,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-778923-015506795-ndHzh-hZ.jpg,"Energie: 21.0 kcal, Energie: 89.0 kJ, Fett: 0.0 g, davon gesättigte Fettsäuren: 0.0 g, Kohlenhydrate: 2.8 g, davon Zucker: 0.8 g, Eiweiß: 1.8 g, Salz: 0.03 g",,,,,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/die-grillerei-burger-salat-00778923,,kg,Billa
00-817739,Salate verpackt,,Ananas geschnitten,,13.9,kuehlung,,1000g,Kilo,1.0,,13.9,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-817739-0103618078-h6nBe-AQ.jpg,"Energie: 246.0 kJ, Energie: 59.0 kcal, Fett: 0.0 g, davon gesättigte Fettsäuren: 0.0 g, Kohlenhydrate: 13.0 g, davon Zucker: 8.3 g, Eiweiß: 0.0 g, Salz: 0.0 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/ananas-geschnitten-00817739,,kg,Billa
00-883321,Salate verpackt,Simply Good,Simply Good Wassermelonen Würfel,Brasilien,3.19,"pp-veget,kuehlung,pp-vegan,pp-glutenfr,eg-neu","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",290g,Becher,0.31,nicht erforderlich,11.0,"https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883321-405339828-vhPaE3Ex.jpg, https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883321-0143123031-GP57Zdpe.jpg",,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/simply-good-wassermelonen-wuerfel-00883321,,kg,Billa
00-883323,Salate verpackt,Simply Good,Simply Good Ananas Würfel,Costa Rica,3.19,"pp-veget,kuehlung,pp-vegan,pp-glutenfr,eg-neu","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",300g,Becher,0.32,nicht erforderlich,10.63,"https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883323-1982619820-gLqWNMaT.jpg, https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883323-0139892449-Da06YxmL.jpg",,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/simply-good-ananas-wuerfel-00883323,,kg,Billa
00-883325,Salate verpackt,Simply Good,Simply Good Granatapfel Kerne,Indien,3.19,"pp-veget,kuehlung,pp-vegan,pp-glutenfr,eg-neu","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",90g,Becher,0.107,nicht erforderlich,35.44,"https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883325-0165332249-gVXpdPG9.jpg, https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883325-0851519352-8aqbL2Va.jpg",,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/simply-good-granatapfel-kerne-00883325,,kg,Billa
00-883326,Salate verpackt,Simply Good,Simply Good Tropical Mix,,3.19,"pp-veget,kuehlung,pp-vegan,pp-glutenfr,eg-neu","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",200g,Becher,0.217,"Zutaten: Cantaloupemelonenstücke, Ananasstücke, Wassermelonenstücke, Mangostücke.",15.95,"https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883326-0193564149-paPq3Pt4.jpg, https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883326-0206055961-AaomuXIJ.jpg",,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/simply-good-tropical-mix-00883326,,kg,Billa
00-883329,Salate verpackt,Simply Good,Simply Good Mango,Brasilien,3.19,"pp-veget,kuehlung,pp-vegan,pp-glutenfr,eg-neu","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",120g,Becher,0.137,nicht erforderlich,26.58,"https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883329-256704803-a_cUQZ5L.jpg, https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-883329-0803436596-2NCCU-5L.jpg",,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/simply-good-mango-00883329,,kg,Billa
00-884716,Salate verpackt,Die Grillerei,Die Grillerei XXL Salat Schale,,3.49,"pp-veget,kuehlung,pp-glutenfr,eg-neu","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte",500g,Stück,0.551,"Zutaten: Gemüse in veränderlichen Gewichtsanteilen (Lollo Bionda, Romana, Radicchio), Gemüsemais (Mais, Wasser, Speisesalz), Karotten, Weißkraut, Tomaten, Paprika, Radieschen.",6.98,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-884716-1075694372-E-wyzhvK.jpg,"Energie: 31.0 kcal, Energie: 129.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, Kohlenhydrate: 4.4 g, davon Zucker: 2.7 g, Eiweiß: 1.3 g, Salz: 0.1 g",,,,,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/die-grillerei-xxl-salat-schale-00884716,"Frisch, knackig und sofort servierbereit: unsere XXL-Salatschale mit praktisch geschnittenem und gewaschenem Salat und Gemüse ist der ideale Begleiter für jedes Grillfest. Die ausgewogene Mischung überzeugt mit knackiger Vielfalt: zarte gemischte Blattsalate dazu saftiger Mais, Karotten, Tomaten, Paprika und Radieschen. Frisch zusammengestellt, bunt im Look und perfekt abgestimmt als Beilage zu Fleisch, Fisch, vegetarischen oder rein pflanzlichen Grillspezialitäten. Einfach kurz vor dem Servieren beliebiges Dressing untermischen, auf den Tisch stellen – fertig! So bleibt mehr Zeit für das Wesentliche: Grillen, genießen und gemeinsam beisammen sein. Ob Würstel, Steaks oder rein pflanzliche Köstlichkeiten – dieser Salat passt immer und reicht locker für die ganze Familie.",kg,Billa
00-888428,Salate verpackt,Billa immer gut,BILLA Crispy Salat,Deutschland,1.7,"kuehlung,eg-neu,gs-vegan,pp-glutenfr,pp-vegan,pp-veget","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",125g,Packung,0.138,,13.6,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-888428-458621136-LiAioJXL.jpg,,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/billa-crispy-salat-00888428,,kg,Billa
00-888432,Salate verpackt,Billa immer gut,BILLA Mediterraner Salat,Deutschland,1.7,"kuehlung,eg-neu,gs-vegan,pp-glutenfr,pp-vegan,pp-veget","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",125g,Packung,0.138,,13.6,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-888432-736876334-Qfbk6rD_.jpg,,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/billa-mediterraner-salat-00888432,,kg,Billa
00-888433,Salate verpackt,Billa immer gut,BILLA Wildkräutersalat,Deutschland,1.7,"kuehlung,eg-neu,gs-vegan,pp-glutenfr,pp-vegan,pp-veget","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",125g,Packung,0.135,,13.6,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-888433-0174122837-cnv4tSD4.jpg,,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Salate > Salate verpackt,https://shop.billa.at/produkte/billa-wildkraeutersalat-00888433,,kg,Billa
